system,param,current_value,vectorizable,why_logic
tradier,ORB_LONG_BUDGET,2000,YES,kw
tradier,ORB_MAX_HOLD_MINUTES,150,YES,kw
tradier,ORB_MAX_PER_DAY,3,YES,kw
tradier,ORB_POSITION_SIZE,600,MAYBE_STATE,kw
tradier,ORB_SHORT_BUDGET,2000,YES,kw
tradier,ORB_STOP_MIDPOINT,True,MAYBE_STATE,IF-GATE
tradier,OUTLIER_DETECTOR_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,OUTLIER_STALE_HOURS,24,MAYBE_STATE,IF-GATE
tradier,OVERNIGHT_GAP_HEDGE_CLOSE_MINUTES,5,MAYBE_STATE,kw
tradier,OVERNIGHT_GAP_HEDGE_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,OVERNIGHT_GAP_HEDGE_OPEN_MINUTES,15,MAYBE_STATE,kw
tradier,OVERNIGHT_GAP_HEDGE_SENTIMENT_THRESHOLD,20,YES,kw
tradier,OVERNIGHT_GAP_HEDGE_SIZE_FRAC,0.5,MAYBE_STATE,kw
tradier,PARABOLIC_BB_PCT_B_4H_MAX,0.1,YES,kw
tradier,PARABOLIC_BB_PCT_B_4H_MIN,0.9,YES,kw
tradier,PARABOLIC_PROTECTION_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,PARABOLIC_RSI_1H_MAX,35,YES,kw
tradier,PARABOLIC_RSI_1H_MIN,65,YES,kw
tradier,PARABOLIC_RSI_4H_MAX,30,YES,kw
tradier,PARABOLIC_RSI_4H_MIN,70,YES,kw
tradier,PARITY_COMPARISON_MODE,False,MAYBE_STATE,IF-GATE
tradier,PERSYM_FINAL_BOOK_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,PRICE_CACHE_FILE,/Users/niels/Documents/binance/data/tradier/price_cache_tradier.json,MAYBE_STATE,IF-GATE
tradier,PRICE_CROSS_BACK_MAX_AGE_MIN,525600000,YES,kw
tradier,PRICE_CROSS_BACK_REENTRY_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,RATIO_MULTIPLIER_TRADIER,3.5,MAYBE_STATE,kw
tradier,RECOVERY_AUGMENT_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,RECOVERY_AUGMENT_MAX_AGE_MIN,240,YES,kw
tradier,RECOVERY_AUGMENT_ONE_FIRE_PER_REDUCE,True,MAYBE_STATE,kw
tradier,RECOVERY_AUGMENT_REQUIRE_WT_CROSS,False,YES,kw
tradier,RECOVERY_AUGMENT_SIZE_PCT,1,YES,kw
tradier,REDUCTION_COOLDOWN_SECONDS,30,MAYBE_STATE,IF-GATE
tradier,RED_ZONE_TRADIER_AUGMENT_GATE_ENABLED,True,YES,IF-GATE
tradier,RED_ZONE_TRADIER_GATE_ENABLED,True,YES,IF-GATE
tradier,RED_ZONE_TRADIER_MIN_DISTANCE_PCT,0.5,YES,kw
tradier,RED_ZONE_TRADIER_MIN_OI_AT_WALL,1000,YES,kw
tradier,RED_ZONE_TRADIER_STALE_MAX_HOURS,4,YES,kw
tradier,REENTRY_60MIN_MIN_PCT,0.05,YES,kw
tradier,REENTRY_60MIN_UNCONDITIONAL_ENABLED,True,YES,kw
tradier,REENTRY_60MIN_WINDOW_MIN,1440,YES,kw
tradier,REENTRY_AGGRESSIVE_WINDOW_MIN,5,MAYBE_STATE,kw
tradier,REENTRY_CONFIRMATION_GATES_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,REENTRY_DISPATCH_BACKOFF_S,0.4,MAYBE_STATE,IF-GATE
tradier,REENTRY_DISPATCH_MAX_ATTEMPTS,3,YES,IF-GATE
tradier,REENTRY_FAVORABLE_HTF_MIN,1,MAYBE_STATE,kw
tradier,REENTRY_FAVORABLE_MOVE_PCT,1,YES,kw
tradier,REENTRY_K15M_PARTIAL_MULT,0.5,MAYBE_STATE,kw
tradier,REENTRY_K15M_PARTIAL_THRESHOLD,90,YES,kw
tradier,REENTRY_MIN_GAP_MINUTES,2,YES,kw
tradier,REENTRY_NEVER_SKIP_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,REENTRY_RALLY_HTF_MIN,3,MAYBE_STATE,kw
tradier,REENTRY_RALLY_K15M_MAX,100,MAYBE_STATE,kw
tradier,REENTRY_STOCH_K_MAX_LONG,80,YES,IF-GATE
tradier,REENTRY_STOCH_K_MIN_SHORT,60,YES,kw
tradier,REENTRY_SYMGATE_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,REENTRY_SYMGATE_SPEED_MIN,1,MAYBE_STATE,kw
tradier,REENTRY_TIER1_SIZE_MULT_TRADIER,1.5,MAYBE_STATE,kw
tradier,REENTRY_TIER2_MAX_MINUTES_TRADIER,120,YES,kw
tradier,REENTRY_TIER2_MIN_MINUTES_TRADIER,10,YES,kw
tradier,REENTRY_TIER2_PRICE_PCT_TRADIER,0.003,YES,kw
tradier,REENTRY_TIER2_SIZE_MULT_TRADIER,0.8,MAYBE_STATE,kw
tradier,ROTATION_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,ROTATION_POSITION_SIZE,1200,MAYBE_STATE,kw
tradier,ROTATION_SMA200_FILTER,True,YES,IF-GATE
tradier,RSI2_ENABLED,True,YES,IF-GATE
tradier,RSI2_ENTRY_THRESHOLD,3,YES,kw
tradier,RSI2_EXIT_THRESHOLD_LONG,70,YES,kw
tradier,RSI2_EXIT_THRESHOLD_SHORT,30,YES,kw
tradier,RSI2_POSITION_SIZE,600,YES,kw
tradier,RSI_ENTRY_LONG_TRADIER,40,YES,kw
tradier,RSI_ENTRY_PERIOD_TRADIER,10,YES,kw
tradier,RSI_ENTRY_SHORT_TRADIER,58,YES,kw
tradier,RULE_B_5M_EXIT_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,RVOL_MOMENTUM_MIN,1.5,MAYBE_STATE,kw
tradier,RZ_K_ENTRY_MAX,50,MAYBE_STATE,kw
tradier,RZ_K_EXIT,80,MAYBE_STATE,kw
tradier,RZ_MFI_EXIT,85,YES,kw
tradier,RZ_ZSCORE_EXIT_ENABLED,True,YES,kw
tradier,SCALP_LONG_BUDGET,250,YES,kw
tradier,SCALP_MAX_HOLD_MINUTES,180,YES,kw
tradier,SCALP_MAX_POSITIONS_PER_SIDE,6,YES,kw
tradier,SCALP_MAX_POSITION_SIZE,500,YES,kw
tradier,SCALP_MIN_MOVE_PCT,0.3,YES,kw
tradier,SCALP_MIN_REL_VOL,1.1,YES,kw
tradier,SCALP_MODE,False,MAYBE_STATE,IF-GATE
tradier,SCALP_SHORT_BUDGET,250,YES,kw
tradier,SCALP_START_SIZE,150,MAYBE_STATE,kw
tradier,SCALP_STOP_PCT,9.99,YES,kw
tradier,SCALP_TARGET_PCT,0.005,YES,kw
tradier,SECTOR_LS_RATIO_ENABLED,True,MAYBE_STATE,kw
tradier,SENTIMENT_REBAL_AUGMENT_DEVIATION_THR,1,MAYBE_STATE,kw
tradier,SENTIMENT_REBAL_REDUCE_DEVIATION_THR,0.5,MAYBE_STATE,kw
tradier,SLEEP_TIME_PER_TASKS,3,MAYBE_STATE,IF-GATE
tradier,SMA200_DIST_ENTRY_ENABLED,True,YES,IF-GATE
tradier,SMA200_DIST_LONG_THRESHOLD_4H,-10,YES,IF-GATE
tradier,SMA_FILTER_PERIOD_TRADIER,100,YES,kw
tradier,SMFI_ENABLED,False,YES,IF-GATE
tradier,SMFI_LONG_BUDGET,3000,YES,kw
tradier,SMFI_MAX_HOLD_DAYS,10,YES,kw
tradier,SMFI_MAX_PER_SIDE,5,YES,kw
tradier,SMFI_POSITION_SIZE,600,YES,kw
tradier,SMFI_SHORT_BUDGET,3000,YES,kw
tradier,SPIKE_FADE_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,SPIKE_FADE_MAX_POSITIONS,10,YES,kw
tradier,SPIKE_FADE_POSITION_SIZE,600,MAYBE_STATE,kw
tradier,SPIKE_FADE_THRESHOLD_PCT,2,YES,kw
tradier,STDEV_BB_RZ_EXIT_ENABLED,False,YES,IF-GATE
tradier,STDEV_BB_RZ_EXIT_TF,D,YES,kw
tradier,STDEV_BREAKOUT_MAX_AGE_BARS,50,YES,kw
tradier,STDEV_BREAKOUT_MAX_RETESTS,3,YES,kw
tradier,STDEV_BREAKOUT_RETEST_PCTB_MAX,1.05,YES,kw
tradier,STDEV_BREAKOUT_RETEST_PCTB_MIN,0.85,YES,kw
tradier,STDEV_BREAKOUT_RETEST_SCORE,22,YES,kw
tradier,STDEV_BREAKOUT_RETEST_SIZE_MULT,1.5,MAYBE_STATE,kw
tradier,STDEV_BREAKOUT_RETEST_TF_LIST,None,MAYBE_STATE,kw
tradier,STDEV_BREAKOUT_SCORE,25,YES,IF-GATE
tradier,STDEV_MACRO_AUGMENT_VETO_ENABLED,False,MAYBE_STATE,kw
tradier,STDEV_REJECT_EXIT_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,STDEV_REJECT_EXIT_RETURN,0.65,MAYBE_STATE,kw
tradier,STDEV_REJECT_EXIT_TF,D,MAYBE_STATE,kw
tradier,STDEV_REJECT_EXIT_ZONE,0.8,YES,kw
tradier,STOCH_CROSS_1H_EXIT_ENABLED,True,YES,IF-GATE
tradier,SWING_LONG_BUDGET,2500,YES,kw
tradier,SWING_SHORT_BUDGET,2500,YES,kw
tradier,SYMBOLS_FILE,/Users/niels/Documents/binance/symbols_tradier.json,MAYBE_STATE,IF-GATE
tradier,SYMBOL_PERF_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,TF_ALIGNMENT_MIN_LONG,2,YES,kw
tradier,TF_ALIGNMENT_MIN_SHORT,2,YES,kw
tradier,TF_FOCUS_ENTRY_HARD_GATE,True,MAYBE_STATE,kw
tradier,TF_FOCUS_EXIT_HARD_GATE,True,MAYBE_STATE,kw
tradier,TIME_ZONE_ENABLED,True,YES,IF-GATE
tradier,TRADIER_DC_DAYTRADE_MAX_HOLD_MINUTES,240,YES,kw
tradier,TRADIER_DC_DAYTRADE_REQUIRE_1H_EXPANSION,True,YES,kw
tradier,TRADIER_DC_DAYTRADE_STOP_PCT,0.005,YES,kw
tradier,TRADIER_FH_MOMENTUM_DC_CONFIRM,True,YES,kw
tradier,TRADIER_FH_MOMENTUM_DC_MAX_LONG,0.33,YES,kw
tradier,TRADIER_FH_MOMENTUM_MFI_CONFIRM,True,YES,kw
tradier,TRADIER_FH_MOMENTUM_MFI_MIN,55,YES,kw
tradier,TRADIER_FH_MOMENTUM_MIN_MOVE_PCT,0.5,YES,kw
tradier,TRADIER_FH_MOMENTUM_WINDOW_MINUTES,60,MAYBE_STATE,kw
tradier,TRADIER_LOCAL_EXTREMES_SCORING_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,TRADIER_MFI_ENTRY_LONG_ENABLED,True,YES,kw
tradier,TRADIER_MI_SUBSIGNAL_MIN_COUNT,3,YES,kw
tradier,TRADIER_NOLOSS_SRS_BYPASS,True,YES,kw
tradier,TRADIER_OI_INJECT_ENABLED,True,YES,IF-GATE
tradier,TRADIER_OI_INJECT_MAX_EACH,10,YES,kw
tradier,TRADIER_OI_INJECT_MIN_TOTAL_OI,1000,YES,kw
tradier,TRADIER_OI_INJECT_STALE_MAX_HOURS,4,YES,kw
tradier,TRADIER_RATIO_BOOST_MIN_GAIN_PCT,1,YES,kw
tradier,TRADIER_RATIO_REQUIRE_MIN_GAIN,False,YES,kw
tradier,TRADIER_REENTRY_ANTI_CHURN_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,TRADIER_REENTRY_HARDCOOL_MIN,30,MAYBE_STATE,kw
tradier,TRADIER_REENTRY_OVERDUE_BYPASS_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,TRADIER_REENTRY_RZ_BLOCK_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,TRADIER_REQUIRE_TRADEABLE_KEY,True,MAYBE_STATE,IF-GATE
tradier,TRADIER_RSI2_EXIT_THRESHOLD_LONG,90,YES,kw
tradier,TRADIER_RSI2_EXIT_THRESHOLD_SHORT,10,YES,kw
tradier,TRADIER_RSI_ENTRY_LONG_TRADIER,-1,YES,kw
tradier,TRADIER_RSI_SHORT_15M,65,YES,kw
tradier,TRADIER_RSI_SHORT_1H,65,YES,kw
tradier,TRADIER_RSI_SHORT_REL_VOLUME_MIN,2.4,YES,kw
tradier,TRADIER_RSI_SHORT_RVOL_15M,1,YES,kw
tradier,TRADIER_RSI_SHORT_RVOL_1H,1,YES,kw
tradier,TRADIER_STOCH_ENTRY_SHORT_TRADIER,52,YES,kw
tradier,TRADIER_STOCH_EXTREME_LONG_TRADIER,15,YES,kw
tradier,TRADIER_STOCH_EXTREME_SHORT_TRADIER,85,YES,kw
tradier,TRAILING_AUG_ENABLED_TRADIER,False,MAYBE_STATE,IF-GATE
tradier,TRAILING_AUG_GAIN_STEP_PCT,0.5,YES,kw
tradier,TRAILING_AUG_MAX_PER_POSITION,3,YES,kw
tradier,TRAILING_AUG_MIN_GAIN_PCT,0.5,YES,kw
tradier,TRA_DISABLE_AUGMENT,True,MAYBE_STATE,kw
tradier,TRA_DISABLE_DELTA_ENTRY,True,MAYBE_STATE,kw
tradier,TRA_LONG_ONLY,True,YES,IF-GATE
tradier,TRA_MAX_BUYS_PER_DAY,1,YES,kw
tradier,TRA_MIN_HOLD_MINUTES,1440,YES,kw
tradier,TRA_NO_LOSS_EXIT,False,YES,IF-GATE
tradier,TRA_SATOSHIT_ONLY,True,MAYBE_STATE,IF-GATE
tradier,TRA_STRICT_EXIT_ONLY,True,MAYBE_STATE,IF-GATE
tradier,TRC_5M_SWEEP_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,TRC_BEAR_MARKET_MODE,False,MAYBE_STATE,IF-GATE
tradier,TRC_CLENOW_POSITION_SIZE,2640,MAYBE_STATE,kw
tradier,TRC_CONNORS_RSI_ENABLED,False,YES,kw
tradier,TRC_CONNORS_RSI_POSITION_SIZE,1980,YES,kw
tradier,TRC_DC_DAYTRADE_LONG_BUDGET,9900,YES,kw
tradier,TRC_DC_DAYTRADE_SHORT_BUDGET,9900,YES,kw
tradier,TRC_DC_DAYTRADE_START_SIZE,1980,YES,kw
tradier,TRC_ENTRY_MIN_ALIGNMENT,4,YES,kw
tradier,TRC_ENTRY_ZONE_LONG,30,YES,kw
tradier,TRC_ENTRY_ZONE_SHORT,70,YES,kw
tradier,TRC_EP_POSITION_SIZE,2640,MAYBE_STATE,kw
tradier,TRC_GAP_FILL_POSITION_SIZE,1980,MAYBE_STATE,kw
tradier,TRC_LS_RATIO_MAX,3,MAYBE_STATE,kw
tradier,TRC_LS_RATIO_MIN,0.3,MAYBE_STATE,kw
tradier,TRC_MAX_CONCURRENT_POSITIONS,32,YES,kw
tradier,TRC_MAX_DAILY_LOSS_PCT,10,YES,kw
tradier,TRC_MAX_ORDER_VALUE,1250,YES,kw
tradier,TRC_MAX_POSITION_SIZE,3750,YES,kw
tradier,TRC_MINERVINI_LONG_BUDGET,13200,YES,kw
tradier,TRC_MINERVINI_POSITION_SIZE,2640,MAYBE_STATE,kw
tradier,TRC_MOMENTUM_FADE_ENABLED,False,MAYBE_STATE,kw
tradier,TRC_NOLOSS_MIN_PROFIT_PCT,0.5,YES,kw
tradier,TRC_ORB_LONG_BUDGET,6600,YES,kw
tradier,TRC_ORB_POSITION_SIZE,1980,MAYBE_STATE,kw
tradier,TRC_ORB_SHORT_BUDGET,6600,YES,kw
tradier,TRC_ROTATION_POSITION_SIZE,3000,MAYBE_STATE,kw
tradier,TRC_RSI2_POSITION_SIZE,1980,YES,kw
tradier,TRC_SCALP_LONG_BUDGET,1250,YES,kw
tradier,TRC_SCALP_MAX_POSITIONS_PER_SIDE,12,YES,kw
tradier,TRC_SCALP_SHORT_BUDGET,1250,YES,kw
tradier,TRC_SCALP_START_SIZE,495,MAYBE_STATE,kw
tradier,TRC_SCALP_TARGET_PCT,0.01,YES,kw
tradier,TRC_SMFI_ENABLED,False,YES,kw
tradier,TRC_SMFI_LONG_BUDGET,9900,YES,kw
tradier,TRC_SMFI_POSITION_SIZE,1980,YES,kw
tradier,TRC_SMFI_SHORT_BUDGET,9900,YES,kw
tradier,TRC_START_POSITION_SIZE,330,MAYBE_STATE,kw
tradier,TRC_SWING_LONG_BUDGET,100000,YES,kw
tradier,TRC_SWING_SHORT_BUDGET,100000,YES,kw
tradier,TREND_GATES,True,MAYBE_STATE,IF-GATE
tradier,TR_TREND_V1_SHADOW_LOG_ONLY,True,MAYBE_STATE,IF-GATE
tradier,VERBOSE,True,MAYBE_STATE,IF-GATE
tradier,VERBOSE_FETCH_LOGGING,False,MAYBE_STATE,IF-GATE
tradier,VIX_REGIME_FILTER_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,VIX_VOLATILITY_REGIME_ENABLED,True,MAYBE_STATE,IF-GATE
tradier,VWAP_FILTER_ENABLED,False,MAYBE_STATE,IF-GATE
tradier,WT_3M_FORCE_OPEN_BUILD_TO_TARGET,True,YES,kw
tradier,WT_3M_FORCE_OPEN_DIST_PCT,0,YES,kw
tradier,WT_3M_FORCE_OPEN_TARGET_USD,2000,YES,kw
tradier,WT_3M_FORCE_OPEN_TF_LADDER,True,YES,IF-GATE
tradier,WT_3M_FORCE_OPEN_TF_LADDER_MULT,1,YES,kw
tradier,WT_3M_FORCE_OPEN_USE_SMA200,True,YES,kw
tradier,WT_CROSSUNDER_15M_SHORT,True,YES,IF-GATE
tradier,WT_DC_ENTRY_K5M_MAX_LONG,100,YES,kw
tradier,WT_DC_ENTRY_K5M_MIN_SHORT,0,YES,kw
tradier,WT_DC_EXIT_STALE_MAX_S,600,YES,kw
tradier,WT_DC_EXIT_THRESHOLD,30,YES,kw
tradier,WT_D_BOUNCE_AUG_COOLDOWN_HOURS,1,YES,kw
tradier,WT_D_BOUNCE_AUG_ENABLED,False,YES,IF-GATE
tradier,WT_D_BOUNCE_AUG_MULTIPLIER,2,YES,kw
tradier,WT_D_BOUNCE_AUG_REQUIRE_HIGHER_PRICE,True,YES,kw
tradier,WT_D_BOUNCE_AUG_REQUIRE_HIGHER_WT,True,YES,kw
tradier,WT_D_BOUNCE_DD_STOP_ENABLED,True,YES,kw
tradier,WT_FORCE_OPEN_FRESH_CROSS_ONLY,False,YES,IF-GATE
tradier,WT_FORCE_OPEN_FRESH_MAX_BARS,0,YES,kw
tradier,WT_FORCE_OPEN_TRIGGER_TF,5m,YES,kw
tradier,ZONE_CLOSE_THRESHOLD,20,YES,kw
tradier,ZONE_MID_THRESHOLD,30,YES,kw
tradier,ZONE_OPEN_THRESHOLD,25,YES,kw
