switch,quickconfig_declared,vector_read,vector_causal_read,live_declared,live_read,exact_semantics,status,semantic_contract,executable_test,adapter_equivalent_names,vector_read_sites,vector_causal_read_sites,vector_synthetic_read_sites,live_read_sites,live_declaration_sites
TRADIER_STOCH_EXTREME_LONG_TRADIER,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""STOCH_EXTREME_LONG_TRADIER"",""TRADIER_STOCH_EXTREME_LONG_TRADIER""]","[""v12_quick_engine.py:7042:getattr""]","[""v12_quick_engine.py:7042:getattr""]",[],"[""tradier_manage.py:13107:_cfg""]","[""config.py:5043"",""config_tradier.py:1969""]"
TRADIER_STOCH_EXTREME_SHORT_TRADIER,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""STOCH_EXTREME_SHORT_TRADIER"",""TRADIER_STOCH_EXTREME_SHORT_TRADIER""]","[""v12_quick_engine.py:7043:getattr""]","[""v12_quick_engine.py:7043:getattr""]",[],"[""tradier_manage.py:13109:_cfg""]","[""config.py:5044"",""config_tradier.py:1970""]"
TRADIER_WT_COMPOSITE_SCORING_ENABLED_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRADIER_WT_COMPOSITE_SCORING_ENABLED_TRADIER"",""WT_COMPOSITE_SCORING_ENABLED_TRADIER""]","[""v12_quick_engine.py:14371:getattr""]",[],"[""v12_quick_engine.py:14371:getattr""]","[""tradier_manage.py:12395:_cfg"",""tradier_manage.py:13152:getattr"",""tradier_manage.py:9832:_cfg""]","[""config.py:5048"",""config.py:5546"",""config_tradier.py:1973"",""config_tradier.py:36""]"
TRADIER_WT_EXIT_MIN_TFS_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRADIER_WT_EXIT_MIN_TFS_TRADIER"",""WT_EXIT_MIN_TFS_TRADIER""]","[""v12_quick_engine.py:12539:getattr""]",[],"[""v12_quick_engine.py:12539:getattr""]","[""tradier_manage.py:14309:_cfg_auto"",""tradier_manage.py:14309:getattr"",""tradier_manage.py:15639:_cfg""]","[""config.py:5049"",""config.py:5178"",""config_tradier.py:1793"",""config_tradier.py:1975""]"
TRADIER_WT_EXIT_TFS_TRADIER,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRADIER_WT_EXIT_TFS_TRADIER"",""WT_EXIT_TFS_TRADIER""]","[""v12_quick_engine.py:12546:getattr""]",[],"[""v12_quick_engine.py:12546:getattr""]","[""tradier_manage.py:14308:_cfg_auto"",""tradier_manage.py:14308:getattr"",""tradier_manage.py:15638:_cfg""]","[""config.py:5050"",""config.py:5179"",""config_tradier.py:1792"",""config_tradier.py:1974""]"
TRAILING_AUG_ENABLED_TRADIER,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRAILING_AUG_ENABLED_TRADIER""]","[""v12_quick_engine.py:12551:getattr"",""v12_quick_engine.py:14950:getattr""]","[""v12_quick_engine.py:14950:getattr""]","[""v12_quick_engine.py:12551:getattr""]","[""ez_manage.py:1842:getattr"",""tradier_manage.py:16954:_cfg_auto""]","[""config.py:5051"",""config_tradier.py:2135""]"
TRAILING_AUG_GAIN_STEP_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRAILING_AUG_GAIN_STEP_PCT""]","[""v12_quick_engine.py:12555:getattr""]",[],"[""v12_quick_engine.py:12555:getattr""]","[""tradier_manage.py:16955:_cfg_auto""]","[""config.py:5052"",""config_tradier.py:2136""]"
TRAILING_AUG_MAX_PER_POSITION,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""TRAILING_AUG_MAX_PER_POSITION""]",[],[],[],"[""tradier_manage.py:16956:_cfg_auto""]","[""config.py:5053"",""config_tradier.py:2137""]"
TRAILING_AUG_MIN_GAIN_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRAILING_AUG_MIN_GAIN_PCT""]","[""v12_quick_engine.py:12562:getattr""]",[],"[""v12_quick_engine.py:12562:getattr""]","[""tradier_manage.py:16957:_cfg_auto""]","[""config.py:5054"",""config_tradier.py:2138""]"
TRA_DISABLE_AUGMENT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRA_DISABLE_AUGMENT""]","[""v12_quick_engine.py:14375:getattr""]",[],"[""v12_quick_engine.py:14375:getattr""]","[""tradier_manage.py:8430:_cfg_auto""]","[""config.py:5057"",""config_tradier.py:153""]"
TRA_DISABLE_DELTA_ENTRY,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRA_DISABLE_DELTA_ENTRY""]","[""v12_quick_engine.py:11545:getattr""]",[],"[""v12_quick_engine.py:11545:getattr""]","[""tradier_manage.py:8902:_cfg_auto""]","[""config.py:5058"",""config_tradier.py:152""]"
TRA_LONG_ONLY,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRA_LONG_ONLY""]","[""v12_quick_engine.py:14379:getattr""]",[],"[""v12_quick_engine.py:14379:getattr""]","[""tradier_manage.py:10915:_cfg_auto"",""tradier_manage.py:18030:getattr"",""tradier_manage.py:19685:_cfg_auto"",""tradier_manage.py:19801:_cfg_auto"",""tradier_manage.py:23616:_cfg_auto""]","[""config.py:5059"",""config_tradier.py:148""]"
TRA_MIN_HOLD_MINUTES,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRA_MIN_HOLD_MINUTES""]","[""v12_quick_engine.py:14383:getattr"",""v12_quick_engine.py:14951:getattr""]","[""v12_quick_engine.py:14951:getattr""]","[""v12_quick_engine.py:14383:getattr""]","[""ez_manage.py:1843:getattr"",""tradier_manage.py:14765:_cfg_auto""]","[""config.py:5061"",""config_tradier.py:157""]"
TRA_NO_LOSS_EXIT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRA_NO_LOSS_EXIT""]","[""v12_quick_engine.py:12569:getattr""]",[],"[""v12_quick_engine.py:12569:getattr""]","[""tradier_manage.py:14763:_cfg_auto""]","[""config.py:5062"",""config_tradier.py:150""]"
TRA_SATOSHIT_ONLY,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""TRA_SATOSHIT_ONLY""]",[],[],[],"[""tradier_manage.py:18029:getattr"",""tradier_manage.py:19653:getattr"",""tradier_manage.py:23606:_cfg_auto"",""tradier_manage.py:23689:_cfg_auto"",""tradier_manage.py:24600:_cfg_auto"",""tradier_manage.py:24760:_cfg_auto"",""tradier_manage.py:24815:_cfg_auto"",""tradier_manage.py:24880:_cfg_auto"",""tradier_manage.py:24954:_cfg_auto"",""tradier_manage.py:25017:_cfg_auto"",""tradier_manage.py:25193:_cfg_auto"",""tradier_manage.py:25320:_cfg_auto"",""tradier_manage.py:25415:_cfg_auto""]","[""config.py:5064"",""config_tradier.py:131""]"
TRA_STRICT_EXIT_ONLY,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRA_STRICT_EXIT_ONLY""]","[""v12_quick_engine.py:12573:getattr""]",[],"[""v12_quick_engine.py:12573:getattr""]","[""tradier_manage.py:14768:_cfg_auto""]","[""config.py:5065"",""config_tradier.py:151""]"
TRA_WT_DC_ENTRY_THRESHOLD,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRA_WT_DC_ENTRY_THRESHOLD""]","[""v12_quick_engine.py:11549:getattr"",""v12_quick_engine.py:14952:getattr""]","[""v12_quick_engine.py:14952:getattr""]","[""v12_quick_engine.py:11549:getattr""]","[""ez_manage.py:1844:getattr"",""tradier_manage.py:9270:_cfg_auto""]","[""config.py:5066"",""config_tradier.py:156""]"
TRB_NOLOSS_MIN_PROFIT_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRB_NOLOSS_MIN_PROFIT_PCT""]","[""v12_quick_engine.py:12577:getattr""]",[],"[""v12_quick_engine.py:12577:getattr""]","[""tradier_manage.py:12396:_cfg""]","[""config.py:5072"",""config_tradier.py:1301""]"
TRC_5M_SWEEP_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""TRC_5M_SWEEP_ENABLED""]",[],[],[],"[""tradier_manage.py:10959:_cfg_auto"",""tradier_manage.py:25866:_cfg_auto""]","[""config.py:5076"",""config_tradier.py:1494""]"
TRC_CLENOW_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""TRC_CLENOW_ENABLED""]",[],[],[],[],"[""config.py:5080"",""config_tradier.py:1833""]"
TRC_CLENOW_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_CLENOW_POSITION_SIZE""]","[""v12_quick_engine.py:13027:getattr""]",[],"[""v12_quick_engine.py:13027:getattr""]","[""tradier_manage.py:12493:_cfg""]","[""config.py:5081"",""config_tradier.py:1837""]"
TRC_CONNORS_RSI_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRC_CONNORS_RSI_ENABLED""]","[""v12_quick_engine.py:14390:getattr"",""v12_quick_engine.py:14953:getattr""]","[""v12_quick_engine.py:14953:getattr""]","[""v12_quick_engine.py:14390:getattr""]","[""ez_manage.py:1845:getattr"",""tradier_manage.py:12497:_cfg""]","[""config.py:5082"",""config_tradier.py:1836""]"
TRC_CONNORS_RSI_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_CONNORS_RSI_POSITION_SIZE""]","[""v12_quick_engine.py:13033:getattr""]",[],"[""v12_quick_engine.py:13033:getattr""]","[""tradier_manage.py:12498:_cfg""]","[""config.py:5083"",""config_tradier.py:1840""]"
TRC_DC_DAYTRADE_LONG_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_DC_DAYTRADE_LONG_BUDGET""]","[""v12_quick_engine.py:13039:getattr""]",[],"[""v12_quick_engine.py:13039:getattr""]","[""tradier_manage.py:12502:_cfg""]","[""config.py:5084"",""config_tradier.py:1286""]"
TRC_DC_DAYTRADE_SHORT_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_DC_DAYTRADE_SHORT_BUDGET""]","[""v12_quick_engine.py:13045:getattr""]",[],"[""v12_quick_engine.py:13045:getattr""]","[""tradier_manage.py:12506:_cfg""]","[""config.py:5085"",""config_tradier.py:1287""]"
TRC_DC_DAYTRADE_START_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_DC_DAYTRADE_START_SIZE""]","[""v12_quick_engine.py:13051:getattr""]",[],"[""v12_quick_engine.py:13051:getattr""]","[""tradier_manage.py:12510:_cfg""]","[""config.py:5086"",""config_tradier.py:1285""]"
TRC_ENTRY_MIN_ALIGNMENT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_ENTRY_MIN_ALIGNMENT""]","[""v12_quick_engine.py:11556:getattr""]",[],"[""v12_quick_engine.py:11556:getattr""]","[""tradier_manage.py:12514:_cfg""]","[""config.py:5087"",""config_tradier.py:1296""]"
TRC_ENTRY_ZONE_LONG,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_ENTRY_ZONE_LONG""]","[""v12_quick_engine.py:11563:getattr""]",[],"[""v12_quick_engine.py:11563:getattr""]","[""tradier_manage.py:12518:_cfg""]","[""config.py:5088"",""config_tradier.py:1294""]"
TRC_ENTRY_ZONE_SHORT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_ENTRY_ZONE_SHORT""]","[""v12_quick_engine.py:11570:getattr""]",[],"[""v12_quick_engine.py:11570:getattr""]","[""tradier_manage.py:12519:_cfg""]","[""config.py:5089"",""config_tradier.py:1295""]"
TRC_EP_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_EP_POSITION_SIZE""]","[""v12_quick_engine.py:13057:getattr""]",[],"[""v12_quick_engine.py:13057:getattr""]","[""tradier_manage.py:12520:_cfg""]","[""config.py:5091"",""config_tradier.py:1490""]"
TRC_GAP_FILL_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_GAP_FILL_POSITION_SIZE""]","[""v12_quick_engine.py:13063:getattr""]",[],"[""v12_quick_engine.py:13063:getattr""]","[""tradier_manage.py:12524:_cfg""]","[""config.py:5092"",""config_tradier.py:1284""]"
TRC_LOCAL_EXTREMES_SCORER_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""TRC_LOCAL_EXTREMES_SCORER_ENABLED""]",[],[],[],[],"[""config.py:5093"",""config_tradier.py:1307""]"
TRC_LS_RATIO_MAX,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_LS_RATIO_MAX""]","[""v12_quick_engine.py:14394:getattr""]",[],"[""v12_quick_engine.py:14394:getattr""]","[""tradier_manage.py:12528:_cfg""]","[""config.py:5094"",""config_tradier.py:1298""]"
TRC_LS_RATIO_MIN,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_LS_RATIO_MIN""]","[""v12_quick_engine.py:14401:getattr""]",[],"[""v12_quick_engine.py:14401:getattr""]","[""tradier_manage.py:12532:_cfg""]","[""config.py:5095"",""config_tradier.py:1297""]"
TRC_MAX_CONCURRENT_POSITIONS,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_MAX_CONCURRENT_POSITIONS""]","[""v12_quick_engine.py:13069:getattr""]",[],"[""v12_quick_engine.py:13069:getattr""]","[""tradier_manage.py:12536:_cfg""]","[""config.py:5096"",""config_tradier.py:1281""]"
TRC_MAX_DAILY_LOSS_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_MAX_DAILY_LOSS_PCT""]","[""v12_quick_engine.py:14408:getattr""]",[],"[""v12_quick_engine.py:14408:getattr""]","[""tradier_manage.py:12540:_cfg""]","[""config.py:5097"",""config_tradier.py:1299""]"
TRC_MAX_ORDER_VALUE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_MAX_ORDER_VALUE""]","[""v12_quick_engine.py:14415:getattr""]",[],"[""v12_quick_engine.py:14415:getattr""]","[""tradier_manage.py:12544:_cfg""]","[""config.py:5098"",""config_tradier.py:1277""]"
TRC_MAX_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_MAX_POSITION_SIZE""]","[""v12_quick_engine.py:13075:getattr""]",[],"[""v12_quick_engine.py:13075:getattr""]","[""tradier_manage.py:12548:_cfg""]","[""config.py:5099"",""config_tradier.py:1278""]"
TRC_MINERVINI_ENABLED,True,False,False,True,False,False,VECTOR_NOT_READ,,,"[""TRC_MINERVINI_ENABLED""]",[],[],[],[],"[""config.py:5101"",""config_tradier.py:1835""]"
TRC_MINERVINI_LONG_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_MINERVINI_LONG_BUDGET""]","[""v12_quick_engine.py:13081:getattr""]",[],"[""v12_quick_engine.py:13081:getattr""]","[""tradier_manage.py:12552:_cfg""]","[""config.py:5102"",""config_tradier.py:1843""]"
TRC_MINERVINI_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_MINERVINI_POSITION_SIZE""]","[""v12_quick_engine.py:13087:getattr""]",[],"[""v12_quick_engine.py:13087:getattr""]","[""tradier_manage.py:12556:_cfg""]","[""config.py:5103"",""config_tradier.py:1839""]"
TRC_MOMENTUM_FADE_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_MOMENTUM_FADE_ENABLED""]","[""v12_quick_engine.py:11577:getattr""]",[],"[""v12_quick_engine.py:11577:getattr""]","[""tradier_manage.py:12560:_cfg""]","[""config.py:5104"",""config_tradier.py:1488""]"
TRC_NOLOSS_MIN_PROFIT_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_NOLOSS_MIN_PROFIT_PCT""]","[""v12_quick_engine.py:12584:getattr""]",[],"[""v12_quick_engine.py:12584:getattr""]","[""tradier_manage.py:12401:_cfg""]","[""config.py:5105"",""config_tradier.py:1302""]"
TRC_ORB_LONG_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_ORB_LONG_BUDGET""]","[""v12_quick_engine.py:13093:getattr""]",[],"[""v12_quick_engine.py:13093:getattr""]","[""tradier_manage.py:12561:_cfg""]","[""config.py:5107"",""config_tradier.py:1491""]"
TRC_ORB_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_ORB_POSITION_SIZE""]","[""v12_quick_engine.py:13099:getattr""]",[],"[""v12_quick_engine.py:13099:getattr""]","[""tradier_manage.py:12565:_cfg""]","[""config.py:5108"",""config_tradier.py:1489""]"
TRC_ORB_SHORT_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_ORB_SHORT_BUDGET""]","[""v12_quick_engine.py:13105:getattr""]",[],"[""v12_quick_engine.py:13105:getattr""]","[""tradier_manage.py:12569:_cfg""]","[""config.py:5109"",""config_tradier.py:1492""]"
TRC_ROTATION_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_ROTATION_POSITION_SIZE""]","[""v12_quick_engine.py:13111:getattr""]",[],"[""v12_quick_engine.py:13111:getattr""]","[""tradier_manage.py:12573:_cfg""]","[""config.py:5110"",""config_tradier.py:1282""]"
TRC_RSI2_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_RSI2_POSITION_SIZE""]","[""v12_quick_engine.py:13117:getattr""]",[],"[""v12_quick_engine.py:13117:getattr""]","[""tradier_manage.py:12577:_cfg""]","[""config.py:5111"",""config_tradier.py:1283""]"
TRC_SCALP_LONG_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SCALP_LONG_BUDGET""]","[""v12_quick_engine.py:11581:getattr""]",[],"[""v12_quick_engine.py:11581:getattr""]","[""tradier_manage.py:12581:_cfg""]","[""config.py:5112"",""config_tradier.py:1291""]"
TRC_SCALP_MAX_POSITIONS_PER_SIDE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SCALP_MAX_POSITIONS_PER_SIDE""]","[""v12_quick_engine.py:11588:getattr""]",[],"[""v12_quick_engine.py:11588:getattr""]","[""tradier_manage.py:12585:_cfg""]","[""config.py:5113"",""config_tradier.py:1280""]"
TRC_SCALP_SHORT_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SCALP_SHORT_BUDGET""]","[""v12_quick_engine.py:11595:getattr""]",[],"[""v12_quick_engine.py:11595:getattr""]","[""tradier_manage.py:12589:_cfg""]","[""config.py:5114"",""config_tradier.py:1292""]"
TRC_SCALP_START_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SCALP_START_SIZE""]","[""v12_quick_engine.py:11602:getattr""]",[],"[""v12_quick_engine.py:11602:getattr""]","[""tradier_manage.py:12593:_cfg""]","[""config.py:5115"",""config_tradier.py:1279""]"
TRC_SCALP_TARGET_PCT,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SCALP_TARGET_PCT""]","[""v12_quick_engine.py:11609:getattr""]",[],"[""v12_quick_engine.py:11609:getattr""]","[""tradier_manage.py:12597:_cfg""]","[""config.py:5116"",""config_tradier.py:1300""]"
TRC_SMFI_ENABLED,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SMFI_ENABLED""]","[""v12_quick_engine.py:14422:getattr""]",[],"[""v12_quick_engine.py:14422:getattr""]","[""tradier_manage.py:12601:_cfg""]","[""config.py:5117"",""config_tradier.py:1834""]"
TRC_SMFI_LONG_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SMFI_LONG_BUDGET""]","[""v12_quick_engine.py:13123:getattr""]",[],"[""v12_quick_engine.py:13123:getattr""]","[""tradier_manage.py:12602:_cfg""]","[""config.py:5118"",""config_tradier.py:1841""]"
TRC_SMFI_POSITION_SIZE,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRC_SMFI_POSITION_SIZE""]","[""v12_quick_engine.py:13129:getattr"",""v12_quick_engine.py:14954:getattr""]","[""v12_quick_engine.py:14954:getattr""]","[""v12_quick_engine.py:13129:getattr""]","[""ez_manage.py:1846:getattr"",""tradier_manage.py:12606:_cfg""]","[""config.py:5119"",""config_tradier.py:1838""]"
TRC_SMFI_SHORT_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SMFI_SHORT_BUDGET""]","[""v12_quick_engine.py:13135:getattr""]",[],"[""v12_quick_engine.py:13135:getattr""]","[""tradier_manage.py:12610:_cfg""]","[""config.py:5120"",""config_tradier.py:1842""]"
TRC_START_POSITION_SIZE,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_START_POSITION_SIZE""]","[""v12_quick_engine.py:13141:getattr""]",[],"[""v12_quick_engine.py:13141:getattr""]","[""tradier_manage.py:12614:_cfg""]","[""config.py:5122"",""config_tradier.py:1276""]"
TRC_SWING_LONG_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SWING_LONG_BUDGET""]","[""v12_quick_engine.py:13147:getattr""]",[],"[""v12_quick_engine.py:13147:getattr""]","[""tradier_manage.py:12618:_cfg""]","[""config.py:5123"",""config_tradier.py:1289""]"
TRC_SWING_SHORT_BUDGET,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TRC_SWING_SHORT_BUDGET""]","[""v12_quick_engine.py:13153:getattr""]",[],"[""v12_quick_engine.py:13153:getattr""]","[""tradier_manage.py:12622:_cfg""]","[""config.py:5124"",""config_tradier.py:1290""]"
TREND_EXIT_SCORE_FLIP,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""TREND_EXIT_SCORE_FLIP""]",[],[],[],"[""ez_positions_quick.py:14323:getattr""]","[""config.py:2406"",""config_tradier.py:3005""]"
TREND_GATES,True,True,False,True,True,False,VECTOR_SYNTHETIC_ONLY_REJECTED,,,"[""TREND_GATES""]","[""v12_quick_engine.py:14426:getattr""]",[],"[""v12_quick_engine.py:14426:getattr""]","[""ez_manage.py:33736:attribute"",""ez_manage.py:37975:attribute"",""ez_manage.py:38563:attribute"",""ez_manage.py:39350:attribute"",""tradier_manage.py:22415:attribute"",""tradier_manage.py:22418:attribute"",""tradier_manage.py:22452:attribute"",""tradier_manage.py:22700:attribute"",""tradier_manage.py:22703:attribute"",""tradier_manage.py:22737:attribute""]","[""config.py:2290"",""config_tradier.py:1073""]"
TREND_HEDGE_MAX_SEC,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""TREND_HEDGE_MAX_SEC""]",[],[],[],"[""ez_positions_quick.py:5969:getattr""]","[""config.py:2408"",""config_tradier.py:3006""]"
TREND_HTF_MIN_BEAR,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""TREND_HTF_MIN_BEAR""]",[],[],[],"[""ez_positions_quick.py:16018:getattr""]","[""config.py:2405"",""config_tradier.py:3007""]"
TREND_HTF_MIN_BULL,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""TREND_HTF_MIN_BULL""]",[],[],[],"[""ez_positions_quick.py:16017:getattr""]","[""config.py:2404"",""config_tradier.py:3008""]"
TREND_MIN_GAIN_EXIT,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""TREND_MIN_GAIN_EXIT""]",[],[],[],"[""ez_positions_quick.py:14322:getattr""]","[""config.py:2407"",""config_tradier.py:3009""]"
TREND_REGIME_VETO_ENABLED,True,False,False,True,True,False,VECTOR_NOT_READ,,,"[""TREND_REGIME_VETO_ENABLED""]",[],[],[],"[""ez_manage.py:52411:getattr"",""ez_positions_quick.py:13923:getattr"",""tradier_manage.py:27294:_cfg""]","[""config.py:5374"",""config_tradier.py:3445""]"
TRIPLE_CONF_ENABLED,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRIPLE_CONF_ENABLED""]","[""v12_quick_engine.py:6615:attribute""]","[""v12_quick_engine.py:6615:attribute""]",[],"[""ez_positions_quick.py:4383:getattr""]","[""config.py:2746"",""config_tradier.py:3010""]"
TRIPLE_CONF_RSI_LONG,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRIPLE_CONF_RSI_LONG""]","[""v12_quick_engine.py:6625:attribute""]","[""v12_quick_engine.py:6625:attribute""]",[],"[""ez_positions_quick.py:4389:getattr""]","[""config.py:2747"",""config_tradier.py:3011""]"
TRIPLE_CONF_RSI_SHORT,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRIPLE_CONF_RSI_SHORT""]","[""v12_quick_engine.py:6627:attribute""]","[""v12_quick_engine.py:6627:attribute""]",[],"[""ez_positions_quick.py:4391:getattr""]","[""config.py:2748"",""config_tradier.py:3012""]"
TRIPLE_CONF_SCORE,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRIPLE_CONF_SCORE""]","[""v12_quick_engine.py:7244:attribute""]","[""v12_quick_engine.py:7244:attribute""]",[],"[""ez_positions_quick.py:4390:getattr"",""ez_positions_quick.py:4392:getattr""]","[""config.py:2751"",""config_tradier.py:3013""]"
TRIPLE_CONF_STOCH_LONG,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRIPLE_CONF_STOCH_LONG""]","[""v12_quick_engine.py:6626:attribute""]","[""v12_quick_engine.py:6626:attribute""]",[],"[""ez_positions_quick.py:4389:getattr""]","[""config.py:2749"",""config_tradier.py:3014""]"
TRIPLE_CONF_STOCH_SHORT,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRIPLE_CONF_STOCH_SHORT""]","[""v12_quick_engine.py:6628:attribute""]","[""v12_quick_engine.py:6628:attribute""]",[],"[""ez_positions_quick.py:4391:getattr""]","[""config.py:2750"",""config_tradier.py:3015""]"
TRIPLE_CONF_TF,True,True,True,True,True,False,READ_ROUTE_ONLY_NOT_SEMANTIC_VERIFIED,,,"[""TRIPLE_CONF_TF""]","[""v12_quick_engine.py:6616:attribute""]","[""v12_quick_engine.py:6616:attribute""]",[],"[""ez_positions_quick.py:4384:getattr""]","[""config.py:2752"",""config_tradier.py:3016""]"
