field,operational_field,approved_debug_artifact_excluded,historical_missing_from_baseline_quickconfig,present_in_current_quickconfig,current_growth_since_baseline,authoritative_type,authoritative_default,authoritative_grid,authoritative_grid_source,authoritative_definition_selected,authoritative_definition_sites,inventory_sources,inventory_groups,catalog_present,family,required_npz_arrays,required_npz_arrays_basis,side_applicability,venue_applicability,timeframe_applicability,existing_vector_read,existing_vector_read_sites,rejected_vector_census_sites,existing_live_read,existing_live_read_sites,rejected_live_census_sites,recommended_disjoint_vector_tranche
AI_PREMARKET_EXPIRES_ET,True,False,True,False,False,str,20:00,"[""20:00""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""20:00"",""line"":4173,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""20:00"",""line"":4173,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""20:00"",""line"":193,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,AI_PREMARKET_EXPIRES,"[""ema_{period}_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
AI_PREMARKET_MAX_NEW_PER_SIDE,True,False,True,False,False,int,8,[8],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":8,""line"":4174,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":8,""line"":4174,""literal_default_available"":true,""source"":""config.py"",""type"":""int""},{""annotation"":""int"",""default"":8,""line"":190,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,AI_PREMARKET_MAX,"[""ema_{period}_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""tradier_rankings.py:237:_merge_ai_injections:getattr""]",[],11_CROSS_CUTTING_OTHER
AI_PREMARKET_MIN_CONVICTION,True,False,True,False,False,float,0.55,[0.55],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.55,""line"":4175,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.55,""line"":4175,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":0.55,""line"":189,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,AI_PREMARKET_MIN,"[""ema_{period}_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""tradier_rankings.py:236:_merge_ai_injections:getattr""]",[],11_CROSS_CUTTING_OTHER
AI_PREMARKET_SIZE_MULT_MAX,True,False,True,False,False,float,1.5,[1.5],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":1.5,""line"":4176,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":1.5,""line"":4176,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":1.5,""line"":191,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,AI_PREMARKET_SIZE,"[""ema_{period}_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],08_SIZING_EXPOSURE
ALL_TF_AGAINST_CLOSE_COOLDOWN_SEC,True,False,True,False,False,float,30.0,[30.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":30.0,""line"":939,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":30.0,""line"":939,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""EXIT""]",False,EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:41509:process_position:getattr""]",[],06_EXIT_SIGNALS_FILTERS
ALL_TF_AGAINST_CLOSE_ENABLED,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":938,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":938,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":3211,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED"",""EXIT""]",False,EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2413:simulate_one_symbol:getattr""]",[],True,"[""ez_manage.py:41506:process_position:getattr""]",[],06_EXIT_SIGNALS_FILTERS
ALL_TF_AGAINST_CLOSE_MIN_TFS,True,False,True,False,False,int,4,[4],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":4,""line"":1152,""literal_default_available"":true,""source"":""config.py"",""type"":""int""}","[{""annotation"":""int"",""default"":4,""line"":1152,""literal_default_available"":true,""source"":""config.py"",""type"":""int""},{""annotation"":""int"",""default"":5,""line"":2674,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""EXIT"",""RECENT_5D""]",False,EXIT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:41546:process_position:getattr""]",[],06_EXIT_SIGNALS_FILTERS
API_RATE_LIMIT_PER_MINUTE,True,False,True,False,False,int,300,[300],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":300,""line"":992,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}","[{""annotation"":""int"",""default"":300,""line"":992,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,API_RATE_LIMIT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
API_RATE_LIMIT_PER_SECOND,True,False,True,False,False,int,10,[10],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""int"",""default"":10,""line"":991,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}","[{""annotation"":""int"",""default"":10,""line"":991,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""int""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,API_RATE_LIMIT,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
ASYMMETRIC_LOSER_MIN_AGE_SECONDS,True,False,True,False,False,float,540,[540],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":540,""line"":541,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":540,""line"":541,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":540,""line"":2093,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,ASYMMETRIC_LOSER_MIN,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
ASYMMETRIC_STOPS_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":540,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":540,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":2094,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,ASYMMETRIC_STOPS_ENABLED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2420:simulate_one_symbol:getattr""]",[],False,[],[],07_EXIT_STOPS_TRAILS_RISK
ASYMMETRIC_WINNER_GAIN_PCT,True,False,True,False,False,float,1.5,[1.5],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":1.5,""line"":542,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":1.5,""line"":542,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":1.5,""line"":2095,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,ASYMMETRIC_WINNER_GAIN,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
ATR_PARITY_TARGET_RISK_PCT,True,False,True,False,False,float,0.2,[0.2],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.2,""line"":4182,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.2,""line"":4182,""literal_default_available"":true,""source"":""config.py"",""type"":""float""},{""annotation"":""float"",""default"":0.2,""line"":3203,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,ATR_PARITY_TARGET,"[""atr_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
ATR_TRAIL_FILTER_TF,True,False,True,False,False,UNKNOWN,,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""RECENT_5D"",""VEC_ATR_TRAIL""]",False,VEC_ATR_TRAIL,"[""atr_15m"",""atr_1h"",""atr_1m"",""atr_3m"",""atr_4h"",""atr_D"",""close_15m"",""close_1h"",""close_1m"",""close_3m"",""close_4h"",""close_D"",""high_15m"",""high_1h"",""high_1m"",""high_3m"",""high_4h"",""high_D"",""low_15m"",""low_1h"",""low_1m"",""low_3m"",""low_4h"",""low_D""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""1m"",""3m"",""15m"",""1h"",""4h"",""D""]",False,[],[],False,[],[],07_EXIT_STOPS_TRAILS_RISK
ATR_TRAIL_MIN_TFS,True,False,True,False,False,UNKNOWN,,"[1,2,3]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""RECENT_5D"",""VEC_ATR_TRAIL""]",False,VEC_ATR_TRAIL,"[""atr_{tf}"",""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],07_EXIT_STOPS_TRAILS_RISK
ATR_TRAIL_SWEEP_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":3212,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":3212,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS""]","[""EXIT""]",False,EXIT,"[""atr_{tf}"",""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2448:simulate_one_symbol:getattr"",""vec_paths/atr_trail.py:135:check_atr_trail_stop:getattr"",""vec_paths/atr_trail.py:209:check_atr_trail_stop_vec:getattr"",""vec_paths/atr_trail.py:76:update_atr_trail_level:getattr""]",[],True,"[""ez_manage.py:51845:_ensure_ez_all:getattr"",""tradier_manage.py:25326:_ensure_tradier_all:_cfg""]",[],07_EXIT_STOPS_TRAILS_RISK
AUGMENTATION_COOLDOWN_MINUTES,True,False,True,False,False,UNKNOWN,,[],NO_AUTHORITATIVE_GRID,,[],"[""RECENT_RESULTS_5D""]","[""RECENT_5D""]",False,AUGMENTATION_COOLDOWN_MINUTES,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],04_AUGMENT_CAUSAL_STATE
AUGMENTED_POSITIONS_GUARD_FLOOR_MULT,True,False,True,False,False,float,0.5,[0.5],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.5,""line"":1150,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.5,""line"":1150,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""AUGMENT"",""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,AUGMENT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:21590:execute_trade_action:getattr""]",[],04_AUGMENT_CAUSAL_STATE
AUGMENT_AT_LOSS_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":97,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":97,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS""]","[""AUGMENT""]",False,AUGMENT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2455:simulate_one_symbol:getattr""]",[],True,"[""ez_manage.py:51846:_ensure_ez_all:getattr"",""tradier_manage.py:25329:_ensure_tradier_all:_cfg""]",[],04_AUGMENT_CAUSAL_STATE
AUGMENT_ENABLED,True,False,True,False,False,UNKNOWN,,[],NO_AUTHORITATIVE_GRID,,[],"[""RECENT_RESULTS_5D""]","[""RECENT_5D""]",False,AUGMENT_ENABLED,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],04_AUGMENT_CAUSAL_STATE
AUGMENT_LEVELS_PCT,True,False,True,False,False,UNKNOWN,,[],NO_AUTHORITATIVE_GRID,,[],"[""RECENT_RESULTS_5D""]","[""RECENT_5D""]",False,AUGMENT_LEVELS_PCT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],04_AUGMENT_CAUSAL_STATE
AUGMENT_ONLY_WHEN_PROFITABLE,True,False,True,False,False,bool,True,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":true,""line"":96,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":true,""line"":96,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""AUGMENT"",""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,AUGMENT,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_positions_quick.py:13164:execute_trade_wrapper:getattr""]",[],04_AUGMENT_CAUSAL_STATE
AUGMENT_PYRAMID_TRADIER,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":1232,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":4187,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":1232,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""RECENT_5D""]",False,AUGMENT_PYRAMID_TRADIER,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,TRADIER,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],04_AUGMENT_CAUSAL_STATE
AUGMENT_WT_4H_BOUNCE_ENABLED,True,False,True,False,False,UNKNOWN,,"[true,false]",CURATED_OPTIMIZATION_WORKBOOK,,[],"[""ENTRY_SWITCHES_ALL"",""RECENT_RESULTS_5D""]","[""RECENT_5D"",""S2_BTC_BEST_EXTRA""]",False,S2_BTC_BEST_EXTRA,"[""close_4h"",""high_4h"",""low_4h"",""wt1_4h"",""wt2_4h""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""4h""]",True,"[""v12_wide_engine.py:11071:_ensure_wired_vec_remaining_scorer:getattr""]",[],True,"[""ez_manage.py:51847:_ensure_ez_all:getattr"",""tradier_manage.py:25332:_ensure_tradier_all:_cfg""]",[],04_AUGMENT_CAUSAL_STATE
AUG_COOLDOWN_S,True,False,True,False,False,float,0.0,[0.0],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":0.0,""line"":4072,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":0.0,""line"":4072,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,AUG_COOLDOWN_S,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:7285:simulate_one_symbol:getattr"",""v12_wide_engine.py:7510:simulate_one_symbol:getattr"",""v12_wide_engine.py:9441:simulate_one_symbol:getattr"",""v12_wide_engine.py:9595:simulate_one_symbol:getattr""]",[],False,[],[],09_TIMING_POSITION_LIFECYCLE
AUTO_WIRED_PARAMS,False,True,True,False,False,UNKNOWN,,[],NO_AUTHORITATIVE_GRID,,[],"[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,AUTO_WIRED_PARAMS,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
AVAILABLE_IPS,True,False,True,False,False,List[str],,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""List[str]"",""default"":null,""line"":1009,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""List[str]""}","[{""annotation"":""List[str]"",""default"":null,""line"":1009,""literal_default_available"":false,""source"":""config_tradier.py"",""type"":""List[str]""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,AVAILABLE_IPS,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],11_CROSS_CUTTING_OTHER
B10_STOCH_REV_LIVE_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":121,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":121,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS""]","[""GLOBAL""]",False,GLOBAL,"[""stoch_d_{tf}"",""stoch_k_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2497:simulate_one_symbol:getattr""]",[],True,"[""ez_manage.py:51848:_ensure_ez_all:getattr"",""tradier_manage.py:25335:_ensure_tradier_all:_cfg""]",[],11_CROSS_CUTTING_OTHER
BACKUP_KLINES_CACHE,True,False,True,False,False,Path,,[],NO_AUTHORITATIVE_GRID,"{""annotation"":""Path"",""default"":null,""line"":3574,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}","[{""annotation"":""Path"",""default"":null,""line"":3574,""literal_default_available"":false,""source"":""config.py"",""type"":""Path""}]","[""ENGINE_AUTO_WIRED""]","[""ENGINE_AUTO_WIRED""]",False,BACKUP_KLINES_CACHE,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],False,[],[],12_NON_STRATEGY_OPERATIONS_REVIEW
BANDAID_OFF_LOSER_RECOVER_PCT,True,False,True,False,False,float,-0.25,[-0.25],DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""float"",""default"":-0.25,""line"":1166,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}","[{""annotation"":""float"",""default"":-0.25,""line"":1166,""literal_default_available"":true,""source"":""config.py"",""type"":""float""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""FILTER"",""RECENT_5D""]",False,FILTER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""ez_manage.py:42481:process_position:getattr"",""ez_positions_quick.py:5802:monitor_hedge_health_loop:getattr"",""ez_positions_quick.py:5931:monitor_hedge_health_loop:getattr""]",[],11_CROSS_CUTTING_OTHER
BAND_ARROW_ENABLED,True,False,True,False,False,bool,False,"[false,true]",TYPE_COMPLETE_BOOL_GRID,"{""annotation"":""bool"",""default"":false,""line"":4190,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""}","[{""annotation"":""bool"",""default"":false,""line"":4190,""literal_default_available"":true,""source"":""config.py"",""type"":""bool""},{""annotation"":""bool"",""default"":false,""line"":788,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""bool""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""FILTER"",""RECENT_5D""]",False,FILTER,[],CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",True,"[""v12_wide_engine.py:2504:simulate_one_symbol:getattr""]",[],True,"[""tradier_manage.py:4917:band_arrow_score:getattr"",""tradier_manage.py:7130:process_position:_cfg_auto""]",[],11_CROSS_CUTTING_OTHER
BAND_ARROW_ENTRY_TFS,True,False,True,False,False,str,"D,4h,1h","[""D,4h,1h""]",DEFAULT_ONLY_NEEDS_AUTHORIZED_GRID,"{""annotation"":""str"",""default"":""D,4h,1h"",""line"":4191,""literal_default_available"":true,""source"":""config.py"",""type"":""str""}","[{""annotation"":""str"",""default"":""D,4h,1h"",""line"":4191,""literal_default_available"":true,""source"":""config.py"",""type"":""str""},{""annotation"":""str"",""default"":""D,4h,1h"",""line"":789,""literal_default_available"":true,""source"":""config_tradier.py"",""type"":""str""}]","[""DISCONNECTED_LIVE_PATHS"",""ENGINE_AUTO_WIRED"",""RECENT_RESULTS_5D""]","[""ENGINE_AUTO_WIRED"",""ENTRY"",""RECENT_5D""]",False,ENTRY,"[""close_{tf}"",""high_{tf}"",""low_{tf}""]",CONSERVATIVE_NAME_FAMILY_INFERENCE_NOT_IMPLEMENTATION_PROOF,BOTH,BOTH,"[""ANY_AVAILABLE""]",False,[],[],True,"[""tradier_manage.py:4919:band_arrow_score:getattr""]",[],01_ENTRY_SIGNALS
