switch,value,mean_delta_vs_bh,n_keys_positive,verdict,best_value_for_switch,best_value_mean_delta,BNBUSDC_LONG,BNBUSDC_SHORT,BTCDOMUSDT_LONG,BTCDOMUSDT_SHORT,BTCUSDC_LONG,BTCUSDC_SHORT,DOGEUSDC_LONG,DOGEUSDC_SHORT,ETHUSDC_LONG,ETHUSDC_SHORT,HYPEUSDT_LONG,HYPEUSDT_SHORT,SOLUSDC_LONG,SOLUSDC_SHORT,WLDUSDC_LONG,WLDUSDC_SHORT,XRPUSDC_LONG,XRPUSDC_SHORT,ZECUSDC_LONG,ZECUSDC_SHORT
BB_MIN_4h,0.05,-3.8239,11,REDO_FUNCTION,1.1,-2.8528,-2.971,9.562,0.319,0.9,-3.733,14.444,1.415,-5.225,30.747,-87.955,-1.032,2.284,29.697,-76.937,-2.296,5.415,-6.32,14.736,-0.362,0.833
BB_MIN_4h,0.5,-3.8289,11,REDO_FUNCTION,1.1,-2.8528,-11.172,18.902,0.26,1.242,-11.451,23.786,6.826,-11.321,88.819,-151.363,-3.293,4.508,91.829,-137.511,-7.013,10.809,-18.453,27.466,-1.367,1.918
BB_MIN_4h,0.8,-3.8509,11,REDO_FUNCTION,1.1,-2.8528,-16.957,23.974,0.125,1.4,-19.324,30.033,10.201,-14.47,125.25,-184.675,-4.836,6.034,131.039,-177.46,-11.714,15.587,-26.043,34.363,-2.189,2.645
DCPOS_MIN_4h,0.35,-3.8865,11,RETUNE,1.1,0.0453,-5.81,13.588,0.159,1.232,-6.461,18.428,3.907,-8.177,54.927,-115.779,-2.451,3.674,55.905,-103.719,-5.758,9.158,-9.725,18.646,-0.962,1.488
BB_MIN_4h,0.65,-3.9577,11,REDO_FUNCTION,1.1,-2.8528,-14.116,21.286,0.224,1.321,-15.827,27.642,8.491,-12.907,105.891,-167.948,-4.121,5.151,110.284,-156.92,-9.953,12.846,-21.915,30.888,-1.685,2.213
SIZE_BAND_D,2.0,-3.97,5,REDO_FUNCTION,0.5,-1.424,0.926,-3.106,-0.092,-0.156,4.203,1.226,-11.712,-7.138,-14.08,3.645,-3.516,-2.791,-21.903,4.468,-7.245,-10.941,-0.811,-8.273,-0.497,-1.608
BB_MIN_4h,0.2,-4.0575,11,REDO_FUNCTION,1.1,-2.8528,-5.669,13.235,0.345,1.069,-6.19,18.904,3.387,-7.886,49.695,-113.825,-1.937,3.389,52.097,-100.467,-4.208,7.633,-10.856,19.604,-0.668,1.199
BB_MIN_4h,0.35,-4.0655,11,REDO_FUNCTION,1.1,-2.8528,-8.668,16.658,0.335,1.18,-8.672,21.261,5.135,-9.725,71.388,-134.776,-2.593,4.069,71.935,-121.665,-6.077,9.429,-14.759,23.68,-1.028,1.584
WT_DIR_15m,inv,-4.1407,10,RETUNE,on,4.186,-10.1,15.804,-0.822,0.748,-12.151,18.418,5.139,-9.654,80.203,-130.245,-3.155,5.063,76.813,-134.839,-7.624,12.783,-15.713,25.556,-1.208,2.17
SIZE_BAND_1h,5.0,-4.4251,9,REDO_FUNCTION,0.5,-0.7912,24.592,-7.962,-1.163,-1.254,25.624,-8.976,-9.495,7.63,-143.697,75.475,3.788,-3.663,-148.669,94.245,9.361,-15.612,32.865,-21.741,2.026,-1.876
XCONF_RSI_D,on,-4.9606,10,REDO_FUNCTION,on,-4.9606,-12.086,11.976,-0.412,0.348,-9.41,17.956,2.26,-11.564,64.957,-123.912,-5.27,2.172,79.894,-113.505,-12.592,6.585,-16.42,19.7,-1.655,1.766
SIZE_BAND_15m,3.0,-5.0369,10,REDO_FUNCTION,0.5,-1.1183,32.151,-20.968,0.84,-1.658,50.404,-25.712,-16.061,12.421,-261.169,160.941,9.019,-8.072,-239.879,193.34,19.859,-19.971,47.901,-35.055,4.176,-3.246
SIZE_BAND_D,3.0,-5.0849,7,REDO_FUNCTION,0.5,-1.424,4.344,-7.309,0.271,-0.52,8.644,-2.104,-19.015,-5.685,-40.056,30.894,-3.602,-4.589,-51.327,27.216,-4.755,-18.82,4.375,-16.986,0.255,-2.929
XCONF_EMA_D,on,-5.2163,10,REDO_FUNCTION,on,-5.2163,-15.797,11.98,-0.794,0.614,-13.235,19.487,2.81,-12.337,79.264,-132.329,-7.468,0.697,92.719,-122.403,-15.017,5.887,-19.364,21.343,-1.681,1.298
SIZE_BAND_4h,5.0,-5.2968,9,REDO_FUNCTION,0.5,-0.8141,19.814,-11.615,-1.33,-1.419,18.908,-6.92,-5.211,4.463,-152.863,59.477,3.702,-0.567,-125.822,112.056,2.148,-20.342,27.632,-28.364,1.693,-1.377
SIZE_BAND_1h,8.0,-6.6543,9,REDO_FUNCTION,0.5,-0.7912,46.103,-20.898,-1.037,-2.408,50.69,-23.903,-18.632,16.219,-286.759,181.167,8.302,-7.653,-289.161,206.566,20.535,-29.571,63.077,-46.05,4.137,-3.81
SIZE_BAND_D,5.0,-7.5739,8,REDO_FUNCTION,0.5,-1.424,11.719,-16.301,1.0,-1.297,18.33,-9.395,-33.802,-2.433,-104.934,92.104,-3.112,-8.368,-114.75,77.566,0.8,-35.084,16.098,-35.838,1.859,-5.641
SIZE_BAND_15m,5.0,-7.8208,10,REDO_FUNCTION,0.5,-1.1183,58.885,-41.029,1.952,-3.027,90.196,-50.903,-29.442,24.204,-476.664,317.303,16.727,-14.775,-440.054,367.328,37.92,-37.013,88.099,-67.743,7.711,-6.092
SIZE_BAND_4h,8.0,-7.924,9,REDO_FUNCTION,0.5,-0.8141,38.605,-26.292,-1.315,-2.657,40.893,-20.974,-11.308,10.312,-297.826,157.532,6.809,-2.696,-256.857,233.376,9.434,-35.602,55.753,-56.164,3.395,-2.899
SIZE_BAND_1h,12.0,-9.589,9,REDO_FUNCTION,0.5,-0.7912,75.078,-38.469,-0.858,-3.948,84.491,-44.247,-31.053,27.873,-479.872,324.756,14.411,-13.063,-479.238,359.62,35.822,-48.474,103.932,-79.087,6.999,-6.452
SIZE_BAND_4h,12.0,-11.4169,9,REDO_FUNCTION,0.5,-0.8141,64.016,-46.177,-1.278,-4.326,70.547,-40.086,-19.624,18.384,-493.73,291.671,10.971,-5.656,-434.198,397.102,19.438,-56.159,93.69,-93.691,5.735,-4.968
SIZE_BAND_D,8.0,-11.454,9,REDO_FUNCTION,0.5,-1.424,23.331,-30.078,2.107,-2.464,34.554,-20.775,-56.213,2.628,-211.374,186.975,-1.933,-14.212,-212.548,156.837,9.488,-59.508,34.432,-64.881,4.296,-9.741
SIZE_BAND_15m,8.0,-11.9134,10,REDO_FUNCTION,0.5,-1.1183,99.348,-71.55,3.647,-5.091,150.362,-89.222,-49.724,42.239,-803.316,556.128,28.419,-24.94,-743.535,632.13,65.293,-62.828,149.218,-117.511,13.085,-10.42
SIZE_BAND_D,12.0,-16.6046,9,REDO_FUNCTION,0.5,-1.424,39.056,-48.555,3.592,-4.019,57.278,-36.076,-86.169,9.491,-355.958,314.082,-0.238,-22.193,-344.194,265.13,21.189,-92.287,59.42,-103.948,7.558,-15.251
SIZE_BAND_15m,12.0,-17.3607,10,REDO_FUNCTION,0.5,-1.1183,153.529,-112.503,5.913,-7.851,230.766,-140.491,-76.876,66.43,-1240.43,876.025,44.063,-38.559,-1149.433,986.809,101.929,-97.423,230.999,-184.164,20.274,-16.22
